"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.555708366E1,1.818261147E-1,-9.161439538E-1,3.557987213E-1,9.994864732E-1
2.556510978E1,1.861484349E-1,-8.338597417E-1,-9.408664703E-2,8.595496529E-1
2.557310539E1,2.023171037E-1,-6.869542599E-1,-4.477405548E-1,8.445767994E-1
2.558107048E1,1.577477753E-1,-5.534439087E-1,-7.364759445E-1,9.346557321E-1
2.558903557E1,5.998861790E-2,-4.306136370E-1,-1.022610664E0,1.111197241E0
2.559703117E1,-2.927798033E-2,-3.822147846E-1,-1.402044296E0,1.453503887E0
2.560502678E1,-1.273386925E-1,-3.361296654E-1,-1.707614899E0,1.745034939E0
2.561305290E1,-1.523997635E-1,-2.742604017E-1,-1.827047825E0,1.853792925E0
2.562104851E1,-8.859923482E-2,-2.002611160E-1,-1.796524525E0,1.809821733E0
2.562901359E1,-3.831920028E-2,-1.429071426E-1,-1.678333282E0,1.684842254E0
2.563700920E1,-9.477138519E-6,-1.122679710E-1,-1.505892754E0,1.510071880E0
2.564503532E1,5.244532228E-2,-1.172193289E-1,-1.228636742E0,1.235329562E0
2.565303093E1,8.939775825E-2,-1.208727360E-1,-9.684028625E-1,9.800032049E-1
2.566099602E1,6.247746944E-2,-1.133086681E-1,-6.937017441E-1,7.056659254E-1
2.566899162E1,6.239005923E-2,-1.032378674E-1,-5.263795853E-1,5.400241148E-1
2.567695671E1,1.942202449E-2,-9.137392044E-2,-4.495487213E-1,4.591518934E-1
2.568492180E1,-2.127593756E-2,-6.042361259E-2,-4.704656601E-1,4.748069248E-1
2.569294792E1,-7.503208518E-2,-2.223062515E-2,-5.109977722E-1,5.169552570E-1
2.570094353E1,-1.098946929E-1,7.249236107E-3,-5.871763229E-1,5.974156251E-1
2.570893913E1,-1.378315687E-1,5.322122574E-2,-6.273832321E-1,6.445461660E-1
2.571693474E1,-1.373943985E-1,1.015416384E-1,-6.436252594E-1,6.659139581E-1
2.572496086E1,-1.743200123E-1,1.285891533E-1,-5.857305527E-1,6.245021356E-1
2.573295646E1,-1.996572316E-1,1.334658861E-1,-5.613422394E-1,6.105581566E-1
2.574092155E1,-2.170914114E-1,1.275334358E-1,-4.961872101E-1,5.564128014E-1
2.574891716E1,-2.379404753E-1,1.058710814E-1,-4.860382080E-1,5.514140870E-1
2.575691276E1,-2.052309513E-1,1.089757681E-1,-3.632383347E-1,4.312047648E-1
2.576490837E1,-1.370694637E-1,1.250268221E-1,-3.192768097E-1,3.692660631E-1
2.577293449E1,-8.753374219E-2,1.699240208E-1,-2.485971451E-1,3.135871002E-1
2.578093010E1,-5.268701911E-2,1.885496378E-1,-2.133951187E-1,2.895934471E-1
2.578889518E1,-6.561994553E-3,2.143720388E-1,-2.030315399E-1,2.953307248E-1
2.579689079E1,5.303183198E-2,2.261933088E-1,-2.329788208E-1,3.290211530E-1
2.580485588E1,1.110681295E-1,2.840528488E-1,-2.649335861E-1,4.039949942E-1
2.581288200E1,1.385612488E-1,3.256157637E-1,-2.557687759E-1,4.366262841E-1
2.582087761E1,1.232045591E-1,3.560167551E-1,-2.127056122E-1,4.326326048E-1
2.582884270E1,6.793236732E-2,3.630324602E-1,-1.572628021E-1,4.014211786E-1
2.583683830E1,1.747727394E-3,3.323304653E-1,-1.181745529E-1,3.527205944E-1
2.584483391E1,-5.302864313E-2,3.169516325E-1,-1.362304688E-1,3.490402770E-1
2.585279899E1,-9.579706192E-2,3.339586258E-1,-1.444644928E-1,3.762651067E-1
2.586082512E1,-1.760326922E-1,3.357678652E-1,-1.477489471E-1,4.068873547E-1
2.586882072E1,-3.072752655E-1,3.065923452E-1,-1.391172409E-1,4.558185622E-1
2.587684685E1,-4.213130772E-1,2.706938982E-1,-9.234714508E-2,5.092228302E-1
2.588484245E1,-4.963360429E-1,2.263591290E-1,-4.589271545E-2,5.474432062E-1
2.589280754E1,-5.206425190E-1,1.704359055E-1,3.868770599E-2,5.491937445E-1
2.590083366E1,-5.229966044E-1,6.899893284E-2,1.341562271E-1,5.443199374E-1
2.590882927E1,-5.160732865E-1,-5.697536469E-2,2.627153397E-1,5.818910370E-1
2.591679436E1,-4.787771106E-1,-1.275906563E-1,4.074649811E-1,6.415096320E-1
2.592482048E1,-3.989199102E-1,-2.199110985E-1,5.518198013E-1,7.155439044E-1
2.593281608E1,-3.419898748E-1,-3.088321686E-1,6.721067429E-1,8.148999059E-1
2.594081169E1,-2.893404365E-1,-2.764669657E-1,6.537771225E-1,7.665353202E-1
2.594877678E1,-1.033227444E-1,2.565157413E-2,3.201723099E-1,3.374076181E-1
2.595677238E1,1.308045089E-1,3.048485518E-1,-1.800937653E-1,3.774602275E-1
2.596476799E1,5.990040302E-2,2.772809267E-1,-4.551057816E-1,5.362779531E-1
2.597270256E1,-9.736794233E-2,6.184518337E-2,-7.211751938E-1,7.303417029E-1
2.598069816E1,-1.635628939E-2,-2.246161699E-1,-6.631202698E-1,7.003202440E-1
2.598872429E1,2.590038180E-1,-5.817310810E-1,-1.641502380E-1,6.576011930E-1
2.599668938E1,4.461851418E-1,-9.335426092E-1,4.621791840E-1,1.133222212E0
2.600465446E1,3.998062909E-1,-1.162388682E0,1.082143784E0,1.637689741E0
2.601268059E1,8.346834779E-2,-1.314911127E0,1.821017265E0,2.247679274E0
2.602067619E1,-3.305448592E-1,-1.401211262E0,2.595603943E0,2.968132870E0
2.602864128E1,-6.169840097E-1,-1.619225740E0,3.325816154E0,3.750148578E0
2.603663688E1,-6.741573215E-1,-1.798139572E0,3.748932838E0,4.212159950E0
2.604460197E1,-4.999281168E-1,-1.925353765E0,3.750318527E0,4.245209571E0
2.605262810E1,-2.888206244E-1,-1.955233574E0,3.463904381E0,3.988105972E0
2.606062370E1,-2.063223124E-1,-1.861208558E0,2.925455093E0,3.473464221E0
2.606858879E1,-3.564761877E-1,-1.709004402E0,2.038913727E0,2.684202024E0
2.607658439E1,-5.992342830E-1,-1.487136245E0,1.091332436E0,1.939500560E0
2.608458000E1,-8.162270784E-1,-1.252450347E0,3.312511444E-1,1.531204048E0
2.609254509E1,-7.920531631E-1,-1.025061607E0,-2.439680099E-1,1.318188113E0
2.610047966E1,-7.697624564E-1,-9.228218794E-1,-7.831707001E-1,1.434395624E0
2.610847526E1,-6.844958067E-1,-7.933269739E-1,-1.372750282E0,1.726946882E0
2.611644035E1,-5.668236613E-1,-6.939219236E-1,-1.739705086E0,1.956882849E0
2.612446648E1,-4.446876943E-1,-6.089167595E-1,-1.955948830E0,2.096249649E0
2.613246208E1,-3.099814653E-1,-5.077925920E-1,-2.133490086E0,2.214886401E0
2.614042717E1,-2.399103642E-1,-4.275454283E-1,-2.176811695E0,2.231336199E0
2.614839226E1,-1.597352922E-1,-2.985239029E-1,-2.132349491E0,2.159061425E0
2.615638786E1,-1.524572670E-1,-2.197722197E-1,-1.999268532E0,2.017081483E0
2.616438347E1,-1.398652196E-1,-2.328816652E-1,-1.769518375E0,1.790248986E0
2.617234856E1,-6.817162037E-2,-3.085696697E-1,-1.604104042E0,1.634934980E0
2.618034416E1,-1.493752003E-3,-4.132252932E-1,-1.529386520E0,1.584228678E0
2.618837028E1,4.186528921E-2,-5.121032000E-1,-1.519323349E0,1.603853431E0
2.619636589E1,6.494170427E-2,-6.141092777E-1,-1.425656319E0,1.553654907E0
2.620436149E1,1.334374547E-1,-6.892161369E-1,-1.373232841E0,1.542268743E0
2.621232658E1,7.101058960E-2,-8.059712648E-1,-1.158650398E0,1.413188922E0
2.622032219E1,-1.469886303E-2,-1.014788508E0,-8.969602585E-1,1.354455418E0
2.622834831E1,-1.574963927E-1,-1.185051680E0,-5.407400131E-1,1.312079403E0
2.623634392E1,-3.290921152E-1,-1.310311794E0,-1.163320541E-1,1.356005813E0
2.624433952E1,-5.038001537E-1,-1.417442322E0,2.900333405E-1,1.532017190E0
2.625230461E1,-6.152930260E-1,-1.463969111E0,6.448221207E-1,1.713938924E0
2.626030022E1,-7.031049728E-1,-1.482868075E0,9.100427628E-1,1.876547938E0
2.626832634E1,-7.910995483E-1,-1.466008067E0,9.854602814E-1,1.935497382E0
2.627632194E1,-8.177241683E-1,-1.393311739E0,9.217596054E-1,1.860008384E0
2.628431755E1,-8.627324700E-1,-1.241268635E0,8.603982925E-1,1.739350557E0
2.629228264E1,-7.452581525E-1,-1.088797808E0,4.351806641E-1,1.389342503E0
2.630027824E1,-7.107127309E-1,-9.311434031E-1,-1.505928040E-1,1.181024477E0
2.630830436E1,-6.768589616E-1,-7.760789394E-1,-5.763530731E-1,1.180092979E0
2.631629997E1,-7.015410066E-1,-6.327513456E-1,-6.506080627E-1,1.147094111E0
2.632429558E1,-8.860372305E-1,-5.432462692E-1,-5.382013321E-1,1.170401280E0
2.633229118E1,-9.768090844E-1,-4.761841297E-1,-4.684009552E-1,1.183345582E0
2.634022575E1,-9.857066870E-1,-3.783295155E-1,-4.024562836E-1,1.129921216E0
2.634825188E1,-9.298102856E-1,-3.112924099E-1,-3.687820435E-1,1.047592634E0
2.635621696E1,-8.856420517E-1,-2.929816246E-1,-4.270505905E-1,1.025949454E0
2.636424309E1,-8.482863903E-1,-2.942153215E-1,-5.247249603E-1,1.039946508E0
2.637223869E1,-7.809306383E-1,-2.779383659E-1,-7.674388885E-1,1.129630402E0
2.638020378E1,-6.711418629E-1,-1.849542856E-1,-1.078964233E0,1.284057360E0
2.638816887E1,-6.313095093E-1,-9.373664856E-2,-1.325857162E0,1.471473911E0
2.639616447E1,-6.963563561E-1,-8.873128891E-2,-1.463038445E0,1.622734392E0
2.640416008E1,-7.491617203E-1,-1.034824848E-1,-1.414289474E0,1.603797564E0
2.641218620E1,-6.699264050E-1,-1.402776241E-1,-1.251475334E0,1.426418491E0
2.642018181E1,-6.386306882E-1,-1.143229008E-1,-9.838714600E-1,1.178525321E0
2.642814689E1,-6.378420591E-1,-1.615751982E-1,-6.350374222E-1,9.144515103E-1
2.643614250E1,-5.921133161E-1,-2.202483416E-1,-4.251375198E-1,7.614784447E-1
2.644410759E1,-4.816757441E-1,-2.568938732E-1,-3.876132965E-1,6.695147886E-1
2.645207268E1,-3.653568923E-1,-2.643346786E-1,-3.188095093E-1,5.522662260E-1
2.646009880E1,-2.492645383E-1,-1.938630342E-1,-3.859214783E-1,4.986492490E-1
2.646809440E1,-2.153772563E-1,-7.904863358E-2,-4.161148071E-1,4.751711078E-1
2.647609001E1,-2.341037989E-1,-6.131863594E-2,-4.501390457E-1,5.110672404E-1
2.648408562E1,-1.745507121E-1,-7.743275166E-2,-6.003770828E-1,6.300130346E-1
2.649205070E1,-1.679200530E-1,2.954721451E-3,-6.947431564E-1,7.147544529E-1
2.650007683E1,-1.495636255E-1,5.236721039E-2,-6.545925140E-1,6.735005287E-1
2.650807243E1,-8.529780805E-2,1.253819466E-2,-6.502542496E-1,6.559447473E-1
2.651609856E1,5.204074383E-1,-3.077273369E-1,-5.555238724E-1,8.210522447E-1
2.652409416E1,1.160772562E0,-3.799580336E-1,-4.281244278E-1,1.294237835E0
2.653208977E1,8.001398444E-1,-1.099648476E-1,-6.070423126E-2,8.099389125E-1
2.654008537E1,8.683120459E-2,-1.819757223E-1,1.108427048E-1,2.300889541E-1
2.654808098E1,-3.322381377E-1,-8.486819267E-2,-3.530788422E-2,3.447193597E-1
2.655607658E1,-4.456980824E-1,-9.797692299E-2,-3.317613602E-1,5.641913312E-1
2.656407219E1,4.346345067E-1,1.089313030E-1,-2.666139603E-1,5.213982998E-1
2.657206779E1,9.251722097E-1,-6.028556824E-2,-8.400726318E-2,9.309324292E-1
2.658006340E1,4.265236259E-1,-1.019542217E-1,-2.598571777E-2,4.393089167E-1
2.658805900E1,-1.529157758E-1,-1.243374348E-1,-2.145204544E-1,2.913109293E-1
2.659602409E1,-3.312357664E-1,-2.484250069E-2,-3.982038498E-1,5.185562542E-1
2.660401970E1,-2.300309092E-1,2.232170105E-1,-4.263153076E-1,5.333711601E-1
2.661195427E1,-1.813853681E-1,3.743362427E-1,-4.259910583E-1,5.953962178E-1
2.661998039E1,-3.567101657E-1,3.096911907E-1,-5.482530594E-1,7.236934386E-1
2.662797600E1,-4.776284695E-1,2.810049057E-1,-5.945024490E-1,8.127274290E-1
2.663597160E1,-3.112611771E-1,2.974433899E-1,-4.234266281E-1,6.038594207E-1
2.664396721E1,-1.337447762E-1,2.344164848E-1,-3.150968552E-1,4.148792375E-1
2.665196281E1,-3.567084670E-2,1.231553555E-1,-1.504011154E-1,1.976363995E-1
2.665998894E1,1.428892761E-1,-3.562307358E-2,1.602649689E-2,1.481323638E-1
2.666798454E1,2.274311781E-1,-1.583907604E-1,2.920084000E-1,4.025934418E-1
2.667598015E1,3.437702954E-1,-2.723978758E-1,4.982233047E-1,6.637808977E-1
2.668397575E1,4.417459369E-1,-4.369819164E-1,7.260866165E-1,9.556643986E-1
2.669197136E1,4.099448025E-1,-5.484224558E-1,1.047156334E0,1.251142805E0
2.669999748E1,4.745882452E-1,-5.532108545E-1,1.157289505E0,1.367697061E0
2.670799309E1,6.419063210E-1,-2.393835783E-1,8.989229202E-1,1.130225924E0
2.671598869E1,9.300321341E-1,2.572300434E-1,1.903305054E-1,9.835409330E-1
2.672398430E1,8.124127388E-1,4.950003624E-1,-5.245313644E-1,1.086357662E0
2.673194938E1,3.165966868E-1,4.187216759E-1,-9.491891861E-1,1.084675719E0
2.673994499E1,-1.503846496E-1,3.041310310E-1,-9.372882843E-1,9.968051739E-1
2.674797111E1,-5.467096567E-1,1.471853256E-1,-5.799160004E-1,8.104674801E-1
2.675596672E1,-6.285466552E-1,-9.642672539E-2,-1.245603561E-1,6.479847941E-1
2.676396232E1,-5.203975439E-1,-3.162138462E-1,4.509220123E-1,7.577172701E-1
2.677192741E1,-3.686710596E-1,-4.794082642E-1,1.006024361E0,1.173812442E0
2.677992302E1,-3.459149897E-1,-6.546136141E-1,1.412342072E0,1.594642998E0
2.678794914E1,-4.705978334E-1,-8.656942844E-1,1.682332039E0,1.949648687E0
2.679594475E1,-5.128217936E-1,-1.072909117E0,1.765902519E0,2.128974371E0
2.680394035E1,-3.960157633E-1,-1.210369349E0,1.739883423E0,2.156157872E0
2.681193596E1,-2.272869498E-1,-1.302204490E0,1.774270058E0,2.212561892E0
2.681987053E1,-1.110481620E-1,-1.402897239E0,1.902891159E0,2.366737653E0
2.682783562E1,-1.893642917E-2,-1.498094678E0,1.965751648E0,2.471603891E0
2.683583122E1,3.878901899E-2,-1.486510277E0,1.814681053E0,2.346121207E0
2.684379631E1,1.090097949E-1,-1.400721431E0,1.476255417E0,2.037948409E0
2.685182243E1,1.060944125E-1,-1.321986198E0,9.959163666E-1,1.658539400E0
2.685981804E1,1.092214957E-1,-1.167049885E0,2.823543549E-1,1.205677714E0
2.686781364E1,1.448416114E-1,-9.896880984E-1,-2.983322144E-1,1.043773795E0
2.687580925E1,1.419844925E-1,-8.105784655E-1,-6.888170242E-1,1.073156996E0
2.688380485E1,1.331516057E-1,-6.834089756E-1,-1.023396492E0,1.237787364E0
2.689173942E1,2.245887369E-1,-5.412920713E-1,-1.322557449E0,1.446580594E0
2.689976555E1,4.005287886E-1,-3.948543072E-1,-1.609127045E0,1.704588830E0
2.690776115E1,4.284640849E-1,-2.775455713E-1,-1.792112350E0,1.863405402E0
2.691575676E1,6.384094954E-1,-3.506386280E-1,-1.957977295E0,2.089064197E0
2.692375236E1,1.197476387E0,-5.692213774E-1,-1.905963421E0,2.321779325E0
2.693171745E1,1.233887911E0,-4.429482222E-1,-1.671895027E0,2.124597723E0
2.693971306E1,7.671336532E-1,-3.864560127E-1,-1.425666809E0,1.664442292E0
2.694773918E1,1.314221919E-1,-3.162121773E-1,-1.308475494E0,1.352542071E0
2.695573478E1,-3.651293218E-1,-2.915474176E-1,-1.301276207E0,1.382620369E0
2.696373039E1,-7.361598015E-1,-3.672393560E-1,-1.323270798E0,1.558153267E0
2.697172600E1,-9.366825819E-1,-4.429137707E-1,-1.303173065E0,1.664874441E0
2.697966057E1,-9.303272367E-1,-5.307657719E-1,-1.196034431E0,1.605527774E0
2.698762565E1,-8.508152962E-1,-7.592806816E-1,-8.943290710E-1,1.449212996E0
2.699562126E1,-6.432051063E-1,-1.067445397E0,-3.858194351E-1,1.304610717E0
2.700364738E1,-3.884375095E-1,-1.286639690E0,1.574192047E-1,1.353183727E0
2.701164299E1,-9.309709817E-2,-1.438083410E0,5.084085464E-1,1.528146006E0
2.701960808E1,1.419862956E-1,-1.518900156E0,6.244859695E-1,1.648393314E0
2.702757316E1,3.057702780E-1,-1.472326756E0,4.675130844E-1,1.574741256E0
2.703556877E1,4.629285336E-1,-1.326884389E0,2.529468536E-1,1.427903050E0
2.704353386E1,6.553285122E-1,-1.185106516E0,4.673957825E-3,1.354235858E0
2.705155998E1,7.871701717E-1,-1.114592195E0,-2.316541672E-1,1.384057908E0
2.705955559E1,7.060326338E-1,-9.056606293E-1,-4.486064911E-1,1.232862944E0
2.706752067E1,6.481142044E-1,-6.330606937E-1,-4.401502609E-1,1.007248786E0
2.707551628E1,3.374349475E-1,-3.696393967E-1,-5.412855148E-1,7.372147828E-1
2.708348137E1,-1.198841631E-2,-1.712424755E-1,-6.083297729E-1,6.320860861E-1
2.709150749E1,-2.161859721E-1,-1.768643856E-1,-7.227258682E-1,7.748226029E-1
2.709950310E1,-1.856692284E-1,-1.828169823E-1,-8.103122711E-1,8.511762967E-1
2.710746818E1,-1.168683171E-2,-1.824264526E-1,-8.422660828E-1,8.618747861E-1
2.711546379E1,2.215179652E-1,-2.259681225E-1,-8.688192368E-1,9.246505650E-1
2.712345939E1,3.737364411E-1,-2.670743465E-1,-9.666948318E-1,1.070283389E0
2.713145500E1,5.205038786E-1,-2.542824745E-1,-1.095420837E0,1.239165314E0
2.713945060E1,5.327609181E-1,-2.054488659E-1,-1.181065559E0,1.311853379E0
2.714744621E1,4.066663682E-1,-4.026865959E-2,-1.156872749E0,1.226928546E0
2.715547233E1,2.740958035E-1,7.151651382E-2,-1.051633835E0,1.089117461E0
2.716346794E1,6.145294011E-2,1.374738216E-1,-8.534622192E-1,8.666448380E-1
2.717149406E1,-7.225948572E-2,2.505750656E-1,-6.796121597E-1,7.279299310E-1
2.717948967E1,-1.038778722E-1,3.161189556E-1,-4.747247696E-1,5.797287411E-1
2.718748527E1,-2.050015330E-2,4.119603634E-1,-4.990310669E-1,6.474284540E-1
2.719548088E1,-1.351215094E-1,4.016582966E-1,-6.422147751E-1,7.694329255E-1
2.720347648E1,-3.163132071E-1,3.273725510E-1,-9.357118607E-1,1.040568844E0
2.721150261E1,-4.138653278E-1,3.809113503E-1,-9.869108200E-1,1.135944952E0
2.721949821E1,-4.346085787E-1,4.099822044E-1,-1.009824753E0,1.173335441E0
2.722749382E1,-4.392066002E-1,4.617953300E-1,-1.083132744E0,1.256715523E0
2.723548942E1,-4.644100070E-1,4.621469975E-1,-1.039933205E0,1.229112514E0
2.724348503E1,-4.669825435E-1,4.513216019E-1,-9.600267410E-1,1.159057905E0
2.725141960E1,-3.426100612E-1,4.546000957E-1,-9.506330490E-1,1.108037046E0
2.725941521E1,-1.173220873E-1,4.895882607E-1,-9.089679718E-1,1.039078395E0
2.726744133E1,2.036692053E-1,6.364150047E-1,-6.694917679E-1,9.458987423E-1
2.727543693E1,-1.732897460E-1,3.918893337E-1,-7.754898071E-1,8.859971935E-1
2.728343254E1,-6.393490732E-2,4.582116604E-1,-1.219955444E0,1.304736327E0
2.729142814E1,-1.450411975E-1,6.084537506E-1,-1.093272209E0,1.259562241E0
2.729936272E1,-3.129433393E-1,6.915848255E-1,-6.390256882E-1,9.922585019E-1
2.730735832E1,-2.795853615E-1,6.694059372E-1,-3.761568069E-1,8.171696437E-1
2.731532341E1,-1.571803689E-1,5.422017574E-1,-1.706180573E-1,5.897448055E-1
2.732334953E1,5.554807186E-2,4.386100769E-1,1.195173264E-1,4.579833830E-1
2.733134514E1,2.301010787E-1,3.055596352E-1,3.889799118E-1,5.455442868E-1
2.733931023E1,3.900828063E-1,2.040449381E-1,5.781469345E-1,7.266724231E-1
2.734727531E1,3.820676804E-1,1.735835075E-1,8.188867569E-1,9.201535019E-1
2.735527092E1,3.025612831E-1,1.762229204E-1,8.357295990E-1,9.061135748E-1
2.736326652E1,2.284178436E-1,2.644500732E-1,9.398889542E-1,1.002746129E0
2.737129265E1,1.341973245E-1,2.970259190E-1,8.751192093E-1,9.338452489E-1
2.737928825E1,5.999616534E-2,2.468308210E-1,5.906476974E-1,6.429538837E-1
2.738728386E1,-2.859107032E-2,1.715370417E-1,2.400875092E-1,2.964530621E-1
2.739527946E1,-4.232534021E-2,1.815391779E-1,1.428833008E-1,2.348692087E-1
2.740327507E1,-6.218327582E-2,2.107398510E-1,1.577653885E-1,2.704957715E-1
2.741124016E1,-9.395502508E-2,1.598658562E-1,1.839513779E-1,2.611948471E-1
2.741926628E1,-1.144988388E-1,1.257945299E-1,5.157527924E-1,5.430793595E-1
2.742726188E1,-7.235967368E-2,1.253377199E-1,9.213876724E-1,9.326846784E-1
2.743519646E1,1.490999609E-1,2.141265869E-1,1.444723129E0,1.468096017E0
2.744316154E1,4.050398767E-1,1.238158941E-1,1.550905228E0,1.607698573E0
2.745118767E1,7.356298566E-1,2.083164454E-1,1.360291481E0,1.560429409E0
2.745918327E1,1.055553675E0,4.064235687E-1,8.850650787E-1,1.436215120E0
2.746717888E1,1.107732058E0,5.495511293E-1,4.471178055E-1,1.314911057E0
2.747517448E1,8.569884300E-1,6.220399141E-1,2.397289276E-1,1.085740661E0
2.748317009E1,5.272821188E-1,5.794981718E-1,1.305570602E-1,7.942856601E-1
2.749110466E1,3.596563935E-1,3.490175009E-1,1.309394836E-1,5.179875343E-1
2.749910026E1,3.709764481E-1,-8.259963989E-2,5.586309433E-1,6.756587573E-1
2.750712639E1,3.980408311E-1,-5.034725666E-1,1.166680336E0,1.331564544E0
2.751509148E1,4.383065999E-1,-9.055701494E-1,1.750852585E0,2.019320367E0
2.752308708E1,2.809034288E-1,-1.201328039E0,2.036667824E0,2.381199618E0
2.753111320E1,2.091699243E-1,-1.363129377E0,2.503428459E0,2.858151117E0
2.753910881E1,1.612499356E-1,-1.465201378E0,2.884664536E0,3.239460773E0
2.754707390E1,2.300240099E-1,-1.503069758E0,2.769049644E0,3.159076713E0
2.755506950E1,3.339457810E-1,-1.453010082E0,2.185490608E0,2.645586378E0
2.756303459E1,2.581304908E-1,-1.373488665E0,1.557682991E0,2.092720422E0
2.757106071E1,1.279347241E-1,-1.288981557E0,8.734083176E-1,1.562268491E0
2.757905632E1,2.942014113E-2,-1.168128848E0,1.490182877E-1,1.177963073E0
2.758702141E1,1.024829037E-2,-9.458723068E-1,-4.436130524E-1,1.044783226E0
2.759501701E1,5.759692937E-2,-7.126011848E-1,-8.782978058E-1,1.132486155E0
2.760301262E1,4.777204990E-2,-5.634710789E-1,-1.136049271E0,1.269011336E0
2.761097771E1,5.323720351E-2,-5.018206835E-1,-1.323033333E0,1.416006850E0
2.761900383E1,1.447122544E-1,-4.367216825E-1,-1.474277496E0,1.544396840E0
2.762699943E1,2.905364037E-1,-4.094265699E-1,-1.536573410E0,1.616508386E0
2.763496452E1,3.939967752E-1,-4.175179005E-1,-1.466865540E0,1.575198136E0
2.764296013E1,4.093118906E-1,-5.111229420E-1,-1.372939110E0,1.521099827E0
2.765092522E1,4.212816358E-1,-6.276781559E-1,-1.297939301E0,1.502033459E0
2.765895134E1,4.883133769E-1,-7.364834547E-1,-1.272880554E0,1.549542751E0
2.766694694E1,5.760015249E-1,-7.273359299E-1,-1.237883568E0,1.546981267E0
2.767494255E1,6.619999409E-1,-7.078318596E-1,-1.341379166E0,1.654861906E0
2.768293815E1,6.892938018E-1,-6.672717333E-1,-1.569216728E0,1.839244043E0
2.769093376E1,6.579117179E-1,-6.518899202E-1,-1.691895485E0,1.928812751E0
2.769886833E1,6.897929907E-1,-5.674219131E-1,-1.716790199E0,1.935239155E0
2.770686394E1,8.022750020E-1,-4.824661016E-1,-1.636903763E0,1.885702163E0
2.771482902E1,8.253422976E-1,-4.327439070E-1,-1.548052788E0,1.806910244E0
2.772282463E1,6.907771826E-1,-5.655767918E-1,-1.349936485E0,1.618449486E0
2.773085075E1,5.638845563E-1,-7.738727331E-1,-1.005170822E0,1.388241039E0
2.773881584E1,5.007874966E-1,-1.006834626E0,-6.112337112E-1,1.279886999E0
2.774681145E1,4.016147852E-1,-1.204446554E0,-2.355079651E-1,1.291297773E0
2.775480705E1,2.336837351E-1,-1.355818748E0,8.736610413E-2,1.378580938E0
2.776280266E1,1.490696818E-1,-1.447377443E0,7.214384079E-1,1.624067920E0
2.777082878E1,1.838985831E-1,-1.506430745E0,9.079418182E-1,1.768476922E0
2.777882438E1,2.014886439E-1,-1.527935743E0,7.450323105E-1,1.711799770E0
2.778678947E1,1.712689251E-1,-1.431290388E0,4.048013687E-1,1.497260621E0
2.779478508E1,1.400454044E-1,-1.222580552E0,3.311824799E-2,1.231021015E0
2.780278068E1,4.705305025E-2,-1.011866450E0,-2.814054489E-1,1.051321421E0
2.781077629E1,7.006108761E-3,-7.737251520E-1,-5.696868896E-1,9.608552694E-1
2.781877189E1,8.636102080E-2,-5.380449295E-1,-7.740507126E-1,9.466282680E-1
2.782673698E1,1.848595142E-1,-4.085707664E-1,-8.943901062E-1,1.000518252E0
2.783473259E1,2.535937726E-1,-3.350298405E-1,-1.031279564E0,1.113594331E0
2.784272819E1,3.096295595E-1,-3.080456257E-1,-1.036309242E0,1.124588555E0
2.785069328E1,3.923832774E-1,-2.751249075E-1,-9.357862473E-1,1.051358289E0
2.785871940E1,4.056132436E-1,-2.218886614E-1,-8.996782303E-1,1.011522417E0
2.786671501E1,3.562108576E-1,-1.794015169E-1,-8.274583817E-1,9.185632546E-1
2.787468010E1,1.574026495E-1,-9.139132500E-2,-7.229127884E-1,7.454735864E-1
2.788267570E1,-5.328708887E-2,-4.829573631E-2,-6.606636047E-1,6.645663177E-1
2.789064079E1,-1.017830372E-1,8.399486542E-3,-6.664676666E-1,6.742473498E-1
2.789866691E1,-3.149351478E-2,7.252264023E-2,-7.915353775E-1,7.954744676E-1
2.790666252E1,1.315186918E-1,1.189041138E-1,-9.738578796E-1,9.898659123E-1
2.791465813E1,1.672908664E-1,1.702451706E-1,-1.163400650E0,1.187632403E0
2.792265373E1,1.024214327E-1,1.991577148E-1,-1.303204536E0,1.322307078E0
2.793064934E1,4.634501040E-2,1.771006584E-1,-1.381080627E0,1.393160509E0
2.793867546E1,3.100728989E-2,2.137880325E-1,-1.361598969E0,1.378629220E0
2.794667106E1,6.013256311E-2,3.137955666E-1,-1.172921181E0,1.215659360E0
2.795466667E1,1.165190637E-1,3.697299957E-1,-9.702291489E-1,1.044806950E0
2.796266228E1,1.195014119E-1,3.861424923E-1,-7.859878540E-1,8.838345538E-1
2.797062736E1,2.374319732E-2,3.701608181E-1,-5.592594147E-1,6.710840958E-1
2.797862297E1,-1.134335995E-3,3.575425148E-1,-4.282598495E-1,5.578928529E-1
2.798664909E1,6.214495003E-2,3.046698570E-1,-4.124736786E-1,5.165464666E-1
2.799464470E1,1.217591465E-1,2.191390991E-1,-4.102363586E-1,4.807713640E-1
2.800264030E1,1.361243427E-1,2.071681023E-1,-3.934774399E-1,4.650515616E-1
2.801063591E1,1.287117302E-1,1.665127277E-1,-3.797378540E-1,4.341589983E-1
2.801857048E1,1.365428716E-1,1.582469940E-1,-3.704023361E-1,4.253045468E-1
2.802656608E1,1.470214128E-1,1.905148029E-1,-3.514442444E-1,4.259392479E-1
2.803453117E1,1.674766243E-1,2.291998863E-1,-2.772283554E-1,3.967827726E-1
