"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.971372271E0,-1.325829983E0,-1.598314404E0,9.559202194E-1,2.286092200E0
6.979367876E0,-1.259160280E0,-1.445373058E0,7.359066010E-1,2.053325696E0
6.987394000E0,-1.079126358E0,-1.223973513E0,1.627931595E-1,1.639855624E0
6.995359087E0,-9.383005500E-1,-1.012272120E0,-3.445940018E-1,1.422620045E0
7.003324175E0,-9.027543068E-1,-8.571331501E-1,-8.488397598E-1,1.506708835E0
7.011319781E0,-8.874423504E-1,-7.492156029E-1,-1.286786556E0,1.733406353E0
7.019315386E0,-9.258471727E-1,-6.553390026E-1,-1.501272202E0,1.881616438E0
7.027249957E0,-9.194193482E-1,-5.696341991E-1,-1.529324055E0,1.873138309E0
7.035276080E0,-8.900455236E-1,-5.158796310E-1,-1.421320438E0,1.754555390E0
7.043241167E0,-9.100123048E-1,-4.608647823E-1,-1.244231224E0,1.608922025E0
7.051267291E0,-8.885792494E-1,-4.440035820E-1,-1.050387383E0,1.445692193E0
7.059232378E0,-8.602505326E-1,-4.660947323E-1,-8.730602264E-1,1.311300666E0
7.067166949E0,-8.284187913E-1,-4.922943115E-1,-7.789430618E-1,1.239105999E0
7.075193072E0,-7.819787860E-1,-4.645171165E-1,-7.586736679E-1,1.184420832E0
7.083158160E0,-7.358636856E-1,-4.054100513E-1,-7.903394699E-1,1.153468314E0
7.091184283E0,-7.405425310E-1,-3.157482147E-1,-8.912410736E-1,1.201004091E0
7.099179888E0,-7.573866844E-1,-2.380785942E-1,-9.777669907E-1,1.259501606E0
7.107175494E0,-7.722171545E-1,-1.639246941E-1,-1.047955513E0,1.312021873E0
7.115201617E0,-7.566648126E-1,-1.184175014E-1,-1.042346001E0,1.293464158E0
7.123166705E0,-7.108043432E-1,-1.060857773E-1,-9.011650085E-1,1.152647118E0
7.131162310E0,-5.780425072E-1,-1.231341362E-1,-7.040052414E-1,9.191945036E-1
7.139127398E0,-3.874468505E-1,-1.502473354E-1,-4.547634125E-1,6.160349707E-1
7.147142841E0,-2.116913199E-1,-1.284985542E-1,-2.176103592E-1,3.296655302E-1
7.155167456E0,-8.125701547E-2,-1.109206676E-1,2.997398376E-3,1.375321107E-1
7.163175250E0,2.079319954E-2,-7.916641235E-2,1.666803360E-1,1.856933289E-1
7.171140337E0,3.407193720E-2,-1.359009743E-2,2.666130066E-1,2.691246606E-1
7.179135943E0,3.616774082E-2,6.324100494E-2,3.463659286E-1,3.539447509E-1
7.187162066E0,8.292466402E-2,1.292810440E-1,3.964967728E-1,4.252055727E-1
7.195127154E0,1.477048099E-1,2.060358524E-1,3.907442093E-1,4.657773293E-1
7.203153277E0,2.501252592E-1,2.985708714E-1,2.525005341E-1,4.641807086E-1
7.211120033E0,3.150701523E-1,3.940224648E-1,9.079074860E-2,5.126069290E-1
7.219113970E0,3.415846527E-1,5.189566612E-1,-7.511997223E-2,6.258107553E-1
7.227137726E0,2.787942886E-1,5.788438320E-1,-2.551660538E-1,6.913003343E-1
7.235105181E0,1.757102162E-1,6.007859707E-1,-3.562135696E-1,7.202124477E-1
7.243131304E0,8.868088573E-2,6.050143242E-1,-3.953685760E-1,7.281640906E-1
7.251092649E0,-7.738634944E-3,5.307414532E-1,-3.209285736E-1,6.202753630E-1
7.259091998E0,-1.296802610E-1,4.217653275E-1,-1.328182220E-1,4.608075972E-1
7.267087603E0,-2.925803959E-1,2.962951660E-1,1.191806793E-1,4.331260184E-1
7.275083208E0,-4.124756455E-1,2.112572193E-1,3.615694046E-1,5.877909537E-1
7.283017779E0,-4.930447936E-1,7.240891457E-2,6.107654572E-1,7.882706788E-1
7.291043902E0,-5.232217908E-1,-6.601214409E-2,8.479042053E-1,9.985290116E-1
7.299039507E0,-5.298020244E-1,-2.117984295E-1,1.054048538E0,1.198568763E0
7.307035113E0,-4.826849103E-1,-3.413877487E-1,1.226923943E0,1.361937105E0
7.315061236E0,-4.562304020E-1,-4.126138687E-1,1.438692093E0,1.564682499E0
7.323026324E0,-3.956978023E-1,-4.122748375E-1,1.565266609E0,1.666315351E0
7.331052447E0,-3.944225013E-1,-4.540929794E-1,1.583140373E0,1.693547456E0
7.339048052E0,-3.695832491E-1,-5.240049362E-1,1.480437279E0,1.613340475E0
7.347013140E0,-3.269745708E-1,-5.712430477E-1,1.369488716E0,1.519450668E0
7.355039263E0,-1.979460120E-1,-5.351970196E-1,1.255158424E0,1.378782486E0
7.363004351E0,-4.202333093E-2,-2.705399990E-1,1.055635452E0,1.090561351E0
7.371029956E0,2.509661615E-1,3.269345760E-1,5.769710541E-1,7.090598201E-1
7.378995562E0,3.389235735E-1,7.212867737E-1,1.779079437E-2,7.971451003E-1
7.387021685E0,1.268923283E-3,7.787539959E-1,-7.714548111E-1,1.096176045E0
7.395017291E0,-3.472969532E-1,5.599658489E-1,-1.378764153E0,1.528125490E0
7.403043414E0,-3.077900112E-1,1.338460445E-1,-1.511369228E0,1.548188102E0
7.411042418E0,-1.755504906E-1,-4.941501617E-1,-1.021961212E0,1.148654463E0
7.419034625E0,-1.153163314E-1,-1.046683788E0,-2.966985703E-1,1.094017756E0
7.427057995E0,1.469891369E-1,-1.293072462E0,6.501188278E-1,1.454749700E0
7.435056353E0,3.091219664E-1,-1.414641380E0,1.630125999E0,2.180384691E0
7.443031995E0,2.663296461E-1,-1.531236529E0,2.385005951E0,2.846729733E0
7.451027302E0,1.487896144E-1,-1.656014323E0,2.916842461E0,3.357453161E0
7.459012652E0,6.729251146E-2,-1.771130562E0,3.138252258E0,3.604172441E0
7.467036610E0,9.915143251E-2,-1.900230050E0,3.049973488E0,3.594863492E0
7.475034380E0,2.646546364E-1,-2.046868086E0,2.840761185E0,3.511358020E0
7.483060503E0,4.623950124E-1,-2.185156345E0,2.589108467E0,3.419385918E0
7.491025591E0,5.505992174E-1,-2.314476728E0,2.152838707E0,3.208531833E0
7.499021197E0,5.212048292E-1,-2.345939159E0,1.748893738E0,2.972156510E0
7.507016802E0,3.404687345E-1,-2.281186581E0,1.470351219E0,2.735263037E0
7.515012408E0,7.713460922E-2,-2.171310902E0,1.219316483E0,2.491440038E0
7.522977496E0,-1.386274993E-1,-2.063786507E0,9.486064911E-1,2.275584893E0
7.530973101E0,-2.236088514E-1,-1.915570021E0,5.744695663E-1,2.012318242E0
7.538968707E0,-2.595727444E-1,-1.798352361E0,9.807586670E-3,1.817015523E0
7.546933794E0,-2.726413310E-1,-1.708516121E0,-6.222257614E-1,1.838620551E0
7.554959917E0,-2.887066007E-1,-1.670537591E0,-1.196578503E0,2.075053603E0
7.562925005E0,-3.236499429E-1,-1.609842300E0,-1.705045700E0,2.367176030E0
7.570951128E0,-3.963918090E-1,-1.542230368E0,-2.053224087E0,2.598332181E0
7.578946734E0,-5.454428196E-1,-1.479632378E0,-2.183245659E0,2.693210250E0
7.586911822E0,-6.968963742E-1,-1.462507963E0,-2.128388882E0,2.674814635E0
7.594937945E0,-8.382317424E-1,-1.489569902E0,-1.939490318E0,2.585164142E0
7.602903033E0,-9.803187847E-1,-1.594516754E0,-1.690727234E0,2.522313854E0
7.610929156E0,-1.104211807E0,-1.692590952E0,-1.367163181E0,2.439935042E0
7.618924761E0,-1.145163178E0,-1.766332746E0,-9.633207321E-1,2.315019850E0
7.626920367E0,-1.072093368E0,-1.829610586E0,-6.125087738E-1,2.207266654E0
7.634875687E0,-9.691527486E-1,-1.915122747E0,-3.907032013E-1,2.181651021E0
7.642911578E0,-8.649867773E-1,-1.946546197E0,-3.145294189E-1,2.153177414E0
7.650907183E0,-7.428823113E-1,-1.963306785E0,-2.762222290E-1,2.117249720E0
7.658902789E0,-7.075861096E-1,-1.963049531E0,-2.715244293E-1,2.104273528E0
7.666928912E0,-6.429076195E-1,-1.925997138E0,-3.048992157E-1,2.053231286E0
7.674928418E0,-5.528182983E-1,-1.823847771E0,-3.431529999E-1,1.936435577E0
7.682936341E0,-4.280308485E-1,-1.723531604E0,-3.527965546E-1,1.810590237E0
7.690885210E0,-3.105017543E-1,-1.633787751E0,-3.642530441E-1,1.702455296E0
7.698880816E0,-1.773735434E-1,-1.546874046E0,-3.053264618E-1,1.586664721E0
7.706876421E0,-2.240984142E-2,-1.433062553E0,-3.021993637E-1,1.464750811E0
7.714872027E0,1.054888070E-1,-1.324057102E0,-2.523164749E-1,1.352005437E0
7.722806597E0,1.121332943E-1,-1.206023693E0,-2.428121567E-1,1.235323750E0
7.730793033E0,3.916925192E-2,-1.088968992E0,-2.109107971E-1,1.109896869E0
7.738828326E0,-2.996441722E-2,-1.007180929E0,-1.766567230E-1,1.022995058E0
7.746793414E0,-4.962883145E-2,-8.598592281E-1,-1.661882401E-1,8.771769743E-1
7.754799341E0,-3.347842395E-2,-6.772847176E-1,-3.171825409E-1,7.486255124E-1
7.762784625E0,-5.987527966E-2,-5.355587006E-1,-6.017646790E-1,8.077926093E-1
7.770780230E0,-6.157090515E-2,-4.072613716E-1,-8.166399002E-1,9.146330017E-1
7.778745318E0,-1.018538252E-1,-3.220758438E-1,-9.991226196E-1,1.054681497E0
7.786771441E0,-1.365218014E-1,-2.442078590E-1,-1.289336205E0,1.319342082E0
7.794736529E0,-1.274132729E-1,-1.550741196E-1,-1.410101891E0,1.424313683E0
7.802743879E0,-7.944522798E-2,-4.639554024E-2,-1.409632683E0,1.412631725E0
7.810712533E0,-3.167188168E-2,2.530002594E-2,-1.383964539E0,1.384558068E0
7.818723345E0,3.109480441E-2,9.054303169E-2,-1.251490593E0,1.255146857E0
7.826718951E0,1.200681031E-1,1.405081749E-1,-1.102689743E0,1.118071360E0
7.834684039E0,1.862861067E-1,1.857383251E-1,-8.988113403E-1,9.365164518E-1
7.842710162E0,1.888844371E-1,1.721425056E-1,-7.160530090E-1,7.602909210E-1
7.850736285E0,1.902758926E-1,1.560034752E-1,-6.043510437E-1,6.525198722E-1
7.858701373E0,1.806694269E-1,1.679532528E-1,-5.262432098E-1,5.811898596E-1
7.866690648E0,1.207693219E-1,1.888456345E-1,-5.039939880E-1,5.515957240E-1
7.874692583E0,3.821165860E-2,2.093727589E-1,-5.472669601E-1,5.871952049E-1
7.882718707E0,-3.010272980E-2,2.092847824E-1,-6.732015610E-1,7.056249969E-1
7.890683794E0,-9.122610837E-2,2.189660072E-1,-8.056583405E-1,8.398533662E-1
7.898679400E0,-1.473215818E-1,2.273385525E-1,-8.778553009E-1,9.187036493E-1
7.906649071E0,-1.412741244E-1,2.348775864E-1,-8.755578995E-1,9.174570803E-1
7.914670611E0,-1.449631751E-1,2.386462688E-1,-7.985830307E-1,8.459912651E-1
7.922638879E0,-1.727529615E-1,2.197241783E-1,-6.350154877E-1,6.938061472E-1
7.930631304E0,-1.652527452E-1,2.040548325E-1,-4.301958084E-1,5.039992837E-1
7.938626910E0,-1.165267751E-1,2.109189034E-1,-2.176446915E-1,3.247067674E-1
7.946561480E0,-9.918270260E-2,2.386877537E-1,-5.743980408E-2,2.647798771E-1
7.954587603E0,-1.165684983E-1,2.739498615E-1,4.097938538E-3,2.977474341E-1
7.962531840E0,-1.730686128E-1,3.250489235E-1,-2.705574036E-3,3.682619550E-1
7.970511456E0,-2.068297118E-1,4.135348797E-1,-9.459781647E-2,4.719516641E-1
7.978513384E0,-2.176405191E-1,4.680180550E-1,-2.310085297E-1,5.654849566E-1
7.986539507E0,-1.838781685E-1,5.348055363E-1,-3.619155884E-1,6.714246313E-1
7.994535113E0,-1.035660356E-1,5.724205971E-1,-4.782648087E-1,7.530793390E-1
8.002506110E0,-2.266804874E-2,5.755758286E-1,-4.801244736E-1,7.498805805E-1
8.010515802E0,4.478161782E-2,5.593364239E-1,-3.485841751E-1,6.605857670E-1
8.018491412E0,9.716967493E-2,4.810981750E-1,-1.245317459E-1,5.063650417E-1
8.026498187E0,1.413091868E-1,3.449275494E-1,1.779069901E-1,4.130305046E-1
8.034457417E0,1.864586025E-1,2.609148026E-1,4.773416519E-1,5.750638202E-1
8.042508746E0,2.087685764E-1,1.921684742E-1,7.469520569E-1,7.990309232E-1
8.050473833E0,2.617028058E-1,9.227252007E-2,9.846458435E-1,1.023000495E0
8.058469439E0,2.077741027E-1,-3.112554550E-2,1.219792366E0,1.237752921E0
8.066465044E0,2.128234804E-1,-9.375023842E-2,1.311770439E0,1.332225441E0
8.074430132E0,2.583279610E-1,1.378631592E-2,1.311103821E0,1.336381917E0
8.082448802E0,4.041600823E-1,4.184336662E-1,9.879341125E-1,1.146492877E0
8.090451861E0,5.141369700E-1,8.217580318E-1,4.904441833E-1,1.086351041E0
8.098416949E0,5.389721394E-1,9.637925625E-1,-1.050386429E-1,1.109243069E0
8.106443072E0,5.928894281E-1,8.352165222E-1,-4.953079224E-1,1.137732153E0
8.114408160E0,7.056839466E-1,5.320250988E-1,-5.575532913E-1,1.044943162E0
8.122434283E0,7.255595326E-1,2.200875282E-1,-9.428501129E-2,7.640450372E-1
8.130399371E0,7.464535832E-1,-1.863651276E-1,8.419179916E-1,1.140504633E0
8.138394976E0,7.820687890E-1,-5.426836014E-1,1.898018837E0,2.123349380E0
8.146390582E0,7.892513871E-1,-8.754775524E-1,2.822180748E0,3.058444518E0
8.154386187E0,6.696466208E-1,-1.090631723E0,3.391671181E0,3.625098282E0
8.162404148E0,5.158735514E-1,-1.283594370E0,3.779220581E0,4.024456265E0
8.170377398E0,3.681629896E-1,-1.394279599E0,3.825554848E0,4.088328446E0
8.178373003E0,2.311584353E-1,-1.462212563E0,3.485427856E0,3.786780578E0
8.186307574E0,1.596670151E-1,-1.502520800E0,2.693652153E0,3.088498702E0
8.194330686E0,1.596673727E-1,-1.449895501E0,1.784494400E0,2.304801705E0
8.202298785E0,1.328495443E-1,-1.308263302E0,9.365062714E-1,1.614387148E0
8.210324908E0,8.849662542E-2,-1.163031101E0,3.569831848E-1,1.219799159E0
8.218312533E0,6.793257594E-2,-9.914045334E-1,-1.172933578E-1,1.000627561E0
8.226269302E0,8.894786239E-2,-8.287026882E-1,-4.984340668E-1,9.711314981E-1
8.234311724E0,1.235735118E-1,-7.044017315E-1,-7.965126038E-1,1.070459967E0
8.242276812E0,2.012319267E-1,-6.317598820E-1,-1.166681290E0,1.341924017E0
8.250272417E0,2.686814666E-1,-6.220378876E-1,-1.518137932E0,1.662487186E0
8.258237505E0,3.284039497E-1,-6.203598976E-1,-1.790168285E0,1.922861942E0
8.266263628E0,3.758609593E-1,-5.865530968E-1,-1.994571209E0,2.112730533E0
8.274228716E0,3.754492402E-1,-5.150504112E-1,-2.074162006E0,2.169881814E0
8.282218533E0,3.306120932E-1,-4.581897259E-1,-2.064137459E0,2.140071408E0
8.290219927E0,2.989161611E-1,-4.684276581E-1,-1.996677399E0,2.072557834E0
8.298215533E0,2.931511402E-1,-4.894428253E-1,-1.883272648E0,1.967792605E0
8.306169533E0,2.893608809E-1,-4.870023727E-1,-1.760860443E0,1.849737963E0
8.314176226E0,3.116523325E-1,-4.590005875E-1,-1.648502827E0,1.739359159E0
8.322202349E0,3.574644923E-1,-4.609601498E-1,-1.596314430E0,1.699554319E0
8.330167437E0,4.370487034E-1,-4.802753925E-1,-1.587777138E0,1.715433549E0
8.338163042E0,5.149158239E-1,-4.992859364E-1,-1.618432999E0,1.770240131E0
8.346097613E0,6.181927919E-1,-5.427522659E-1,-1.648162842E0,1.842059473E0
8.354123736E0,6.961956024E-1,-6.505522728E-1,-1.583875656E0,1.848396243E0
8.362088824E0,6.749327183E-1,-8.555116653E-1,-1.349197865E0,1.734292150E0
8.370066148E0,5.935979486E-1,-1.082804680E0,-9.180164337E-1,1.538693820E0
8.378049517E0,6.154173613E-1,-1.260605335E0,-3.405904770E-1,1.443560256E0
8.386075640E0,6.320203543E-1,-1.396480918E0,4.151477814E-1,1.588066863E0
8.394071246E0,5.420939922E-1,-1.567338586E0,1.176875114E0,2.033580875E0
8.402097369E0,3.325260878E-1,-1.704525232E0,1.852267265E0,2.539069493E0
8.410092974E0,9.013867378E-2,-1.787704349E0,2.351531029E0,2.955285096E0
8.418088580E0,-1.436630338E-1,-1.791145205E0,2.567872047E0,3.134135777E0
8.426053667E0,-2.677331269E-1,-1.698372960E0,2.425603867E0,2.973164283E0
8.434079791E0,-2.649140954E-1,-1.541500449E0,1.819694519E0,2.399518963E0
8.442044878E0,-1.925276369E-1,-1.322699785E0,9.696168900E-1,1.651289958E0
8.449979449E0,-1.749100536E-1,-1.127605915E0,1.250734329E-1,1.147925080E0
8.457975054E0,-1.248898357E-1,-9.047901630E-1,-4.916000366E-1,1.037262410E0
8.465970660E0,-6.469902396E-2,-6.801218987E-1,-9.148693085E-1,1.141813300E0
8.473966265E0,2.771741152E-2,-4.622466564E-1,-1.183383942E0,1.270762676E0
8.481961871E0,1.266765594E-1,-2.770102024E-1,-1.356354237E0,1.390136115E0
8.489953917E0,1.982987076E-1,-1.239342690E-1,-1.302231789E0,1.323060736E0
8.497981109E0,2.271314710E-1,-1.073503494E-2,-1.255510330E0,1.275935004E0
8.505948687E0,2.271686643E-1,5.723667145E-2,-1.220780373E0,1.243055251E0
8.513974810E0,1.754689217E-1,1.286060810E-1,-1.162575722E0,1.182755755E0
8.521939898E0,1.727616191E-1,1.330194473E-1,-1.067797661E0,1.089831453E0
8.529940802E0,1.927966774E-1,1.032602787E-1,-1.010489464E0,1.033886938E0
8.537951571E0,1.542674303E-1,1.304564476E-1,-8.828992844E-1,9.057198635E-1
8.545926714E0,1.136889756E-1,1.514062881E-1,-7.644891739E-1,7.875866582E-1
8.553952837E0,6.064778566E-2,1.489562988E-1,-6.910228729E-1,7.094918913E-1
8.561917925E0,-1.469984651E-2,1.489608288E-1,-5.952959061E-1,6.138262212E-1
8.569913531E0,-6.522892416E-2,1.508107185E-1,-5.058164597E-1,5.318354785E-1
8.577878619E0,-4.389113188E-2,1.537928581E-1,-4.702062607E-1,4.966614564E-1
8.585904742E0,1.134413481E-2,1.437265873E-1,-4.501438141E-1,4.726684617E-1
8.593869830E0,6.398031116E-2,1.239655018E-1,-4.411306381E-1,4.626631234E-1
8.601854686E0,1.028627157E-1,8.807778358E-2,-3.469305038E-1,3.724234267E-1
8.609861041E0,1.315931380E-1,4.498219490E-2,-2.535572052E-1,2.891909544E-1
8.617856646E0,1.500404179E-1,4.095220566E-2,-1.181859970E-1,1.953385268E-1
8.625852251E0,1.555085480E-1,3.845310211E-2,4.623413086E-2,1.667307543E-1
8.633815763E0,1.388293505E-1,6.562280655E-2,1.943969727E-1,2.477299422E-1
8.641811725E0,1.552226841E-1,8.067202568E-2,2.787714005E-1,3.291132801E-1
8.649808550E0,2.456833422E-1,9.933567047E-2,2.733545303E-1,3.807237572E-1
8.657804156E0,3.401463628E-1,1.262764931E-1,1.446962357E-1,3.906178458E-1
8.665830279E0,4.074006379E-1,1.594769955E-1,-9.773731232E-2,4.482864866E-1
8.673795367E0,4.090525508E-1,2.286984921E-1,-4.031467438E-1,6.181862879E-1
8.681821490E0,4.120638072E-1,2.858588696E-1,-6.231651306E-1,7.999041534E-1
8.689817095E0,3.736200333E-1,3.497970104E-1,-7.248182297E-1,8.873056654E-1
8.697812701E0,3.541357517E-1,4.180576801E-1,-7.185268402E-1,9.035846251E-1
8.705808306E0,3.584533632E-1,4.365959167E-1,-6.956205368E-1,8.960986214E-1
8.713803912E0,3.792877495E-1,4.290602207E-1,-6.583919525E-1,8.726006149E-1
8.721769000E0,3.642393947E-1,3.675463200E-1,-6.095352173E-1,7.995585126E-1
8.729764605E0,3.372310102E-1,2.622833252E-1,-4.798498154E-1,6.424742347E-1
8.737760210E0,2.895607650E-1,1.659336090E-1,-2.861347198E-1,4.396049103E-1
8.745725298E0,2.524570823E-1,8.113408089E-2,-7.637310028E-2,2.759531988E-1
8.753751421E0,2.142008245E-1,2.937078476E-3,1.375045776E-1,2.545547653E-1
8.761716509E0,1.616216004E-1,-7.542347908E-2,3.265657425E-1,3.720959918E-1
8.769677455E0,9.960639477E-2,-1.495883465E-1,4.478597641E-1,4.825727671E-1
8.777677203E0,5.377236009E-2,-1.962087154E-1,5.471134186E-1,5.837143304E-1
8.785703326E0,4.138210416E-2,-2.203488350E-1,6.722917557E-1,7.086905477E-1
8.793637896E0,5.947154760E-2,-2.512457371E-1,7.517719269E-1,7.948725152E-1
8.801664019E0,6.683319807E-2,-2.936351299E-1,8.214721680E-1,8.749313051E-1
8.809629107E0,6.242990494E-3,-3.427960873E-1,8.981695175E-1,9.613826577E-1
8.817624712E0,-3.129670024E-2,-2.136845589E-1,9.920549393E-1,1.015289898E0
8.825589800E0,2.659729123E-2,3.058760166E-1,7.427778244E-1,8.037328224E-1
8.833615923E0,3.677475452E-2,8.147323132E-1,9.821224213E-2,8.214540579E-1
8.841531840E0,-2.195985019E-1,8.740346432E-1,-6.341447830E-1,1.101952660E0
8.849576617E0,-4.261778295E-1,6.960039139E-1,-1.188385010E0,1.441633768E0
8.857572222E0,-1.768593192E-1,3.792951107E-1,-1.434752464E0,1.494542951E0
8.865567828E0,1.737999469E-1,-6.256008148E-2,-1.305036068E0,1.318043749E0
8.873563433E0,2.825638652E-1,-4.814100266E-1,-6.631240845E-1,8.667938065E-1
8.881559039E0,3.655831814E-1,-8.748135567E-1,4.889039993E-1,1.066760021E0
8.889524126E0,3.097099662E-1,-1.294197321E0,1.871580124E0,2.296449244E0
8.897519732E0,1.355994642E-1,-1.703698874E0,2.842635155E0,3.316858708E0
8.905454302E0,7.163286209E-4,-1.919195890E0,3.533885002E0,4.021399829E0
8.913480425E0,1.128947735E-2,-1.946227074E0,3.783455849E0,4.254699218E0
8.921476031E0,1.395375729E-1,-1.891255856E0,3.630690575E0,4.096124204E0
8.929441119E0,2.780927122E-1,-1.814808369E0,3.111641884E0,3.612918513E0
8.937422763E0,3.936629891E-1,-1.677340031E0,2.302498817E0,2.875750499E0
8.945432330E0,3.555516601E-1,-1.508327603E0,1.292898178E0,2.018181072E0
8.953427935E0,2.833220959E-1,-1.272482276E0,2.035961151E-1,1.319444554E0
8.961321724E0,2.747101188E-1,-1.055563688E0,-5.768890381E-1,1.233888695E0
8.969388628E0,2.380989194E-1,-8.432376385E-1,-1.104424477E0,1.409785173E0
8.977353716E0,1.652119756E-1,-7.167088985E-1,-1.332110882E0,1.521672121E0
8.985379839E0,5.220618844E-2,-6.509613991E-1,-1.431974411E0,1.573857345E0
8.993313263E0,1.599788666E-4,-6.598439217E-1,-1.451170444E0,1.594142304E0
9.001310015E0,-7.963061333E-3,-6.780784130E-1,-1.345975876E0,1.507151221E0
9.009305621E0,3.175103664E-2,-7.183167934E-1,-1.240713596E0,1.434000478E0
9.017301226E0,1.466953754E-2,-7.786264420E-1,-1.168766022E0,1.404453041E0
9.025282032E0,-1.305088699E-1,-7.141435146E-1,-1.251213074E0,1.446571008E0
9.033292437E0,-3.453426957E-1,-6.710336208E-1,-1.324504852E0,1.524421465E0
9.041227007E0,-5.119587183E-1,-6.359875202E-1,-1.348308086E0,1.576234929E0
9.049253130E0,-6.364730597E-1,-6.160461903E-1,-1.404686928E0,1.660649340E0
9.057248736E0,-7.250251770E-1,-6.116423607E-1,-1.427401543E0,1.713838688E0
9.065233955E0,-7.788053751E-1,-6.165282726E-1,-1.515605450E0,1.812099556E0
9.073270464E0,-8.176606297E-1,-6.777513027E-1,-1.612107754E0,1.930494015E0
9.081235552E0,-8.836334944E-1,-7.632157803E-1,-1.626220703E0,2.001974089E0
9.089245455E0,-9.078577757E-1,-8.551874161E-1,-1.474457264E0,1.931210885E0
9.097223917E0,-8.201643229E-1,-9.149322510E-1,-1.161757469E0,1.690991117E0
9.105202686E0,-6.851547360E-1,-1.027290344E0,-7.787199020E-1,1.459851756E0
9.113217974E0,-5.267835259E-1,-1.166416645E0,-3.323259354E-1,1.322296941E0
9.121183062E0,-3.565970063E-1,-1.295103312E0,2.376670837E-1,1.364162620E0
9.129178667E0,-2.232694030E-1,-1.372435212E0,7.571754456E-1,1.583269495E0
9.137143755E0,-1.278472990E-1,-1.376736522E0,1.179085732E0,1.817138284E0
9.145169878E0,-2.529552579E-2,-1.302682996E0,1.512728691E0,1.996489655E0
9.153095801E0,1.524969339E-1,-1.245017767E0,1.740172386E0,2.145116428E0
9.161161089E0,2.769733071E-1,-1.104891896E0,1.696687698E0,2.043587400E0
9.169126177E0,3.313106298E-1,-9.734854698E-1,1.284882545E0,1.645710743E0
9.177121783E0,3.094670177E-1,-8.608465195E-1,7.435083389E-1,1.178826202E0
9.185086763E0,2.267035246E-1,-7.478499413E-1,1.579790115E-1,7.972649439E-1
9.193082476E0,1.563481390E-1,-6.310298443E-1,-3.508014679E-1,7.387185356E-1
9.201063032E0,1.664610803E-1,-4.804852009E-1,-6.873073578E-1,8.549659196E-1
9.209104205E0,2.319923043E-1,-3.231141567E-1,-9.183130264E-1,1.000760712E0
9.217049570E0,2.259290218E-1,-2.111449242E-1,-1.123125076E0,1.164918898E0
9.225019416E0,1.436270475E-1,-1.339204311E-1,-1.369127750E0,1.383139258E0
9.233029986E0,9.156668186E-2,-1.052494049E-1,-1.613345623E0,1.619365923E0
9.240975570E0,9.313523769E-2,-5.489373207E-2,-1.705170155E0,1.708593793E0
9.248990679E0,1.132794023E-1,-7.097005844E-3,-1.716003418E0,1.719752983E0
9.256979993E0,1.168037951E-1,6.428074837E-2,-1.647068977E0,1.652456159E0
9.264982955E0,1.224986613E-1,1.181480885E-1,-1.415818214E0,1.426010557E0
9.272979916E0,1.199106574E-1,1.487805843E-1,-1.139231682E0,1.155146334E0
9.281003619E0,1.549127102E-1,1.764760017E-1,-9.055271149E-1,9.354790659E-1
9.288958147E0,2.443087399E-1,2.163758278E-1,-7.525205612E-1,8.202392665E-1
9.296959186E0,2.930396795E-1,2.620317936E-1,-6.867961884E-1,7.913418471E-1
9.304932147E0,2.658662200E-1,2.675790787E-1,-7.162761688E-1,8.095276155E-1
9.312913340E0,1.864790916E-1,2.839362621E-1,-8.084335327E-1,8.769030901E-1
9.320920647E0,1.406984329E-1,2.989928722E-1,-8.826236725E-1,9.424528285E-1
9.328946734E0,9.396523237E-2,3.024916649E-1,-9.011268616E-1,9.551755299E-1
9.336906916E0,-1.237639785E-2,2.341053486E-1,-8.981218338E-1,9.282140474E-1
9.344890724E0,-1.342382431E-1,1.524667740E-1,-8.644733429E-1,8.880203734E-1
9.352881993E0,-2.190910280E-1,9.536862373E-2,-7.856559753E-1,8.211889944E-1
9.360889763E0,-2.621294260E-1,5.657744408E-2,-6.715660095E-1,7.231277538E-1
9.368871993E0,-2.639733553E-1,-1.909732819E-3,-5.318565369E-1,5.937650673E-1
9.376889849E0,-2.230322063E-1,-4.162788391E-2,-4.144296646E-1,4.724703088E-1
9.384825186E0,-1.747331619E-1,-8.560872078E-2,-3.314647675E-1,3.843558547E-1
9.392838686E0,-1.601842046E-1,-9.458208084E-2,-2.790012360E-1,3.353303432E-1
9.400883378E0,-1.771970987E-1,-9.670925140E-2,-2.208242416E-1,2.991903020E-1
9.408827839E0,-2.035332918E-1,-5.361366272E-2,-1.633634567E-1,2.664354419E-1
9.416867876E0,-2.132783532E-1,-1.103878021E-2,-1.504192352E-1,2.612191742E-1
9.424787839E0,-1.846678555E-1,4.221343994E-2,-1.801443100E-1,2.614118662E-1
9.432859087E0,-1.512214541E-1,7.284688950E-2,-2.573986053E-1,3.072924333E-1
9.440776109E0,-1.124252081E-1,7.898902893E-2,-3.392858505E-1,3.660513386E-1
9.448782724E0,-5.642560124E-2,8.311557770E-2,-3.734331131E-1,3.867096297E-1
9.456815386E0,-1.895546913E-2,6.854581833E-2,-3.670625687E-1,3.738887112E-1
9.464775186E0,1.633065939E-2,8.112573624E-2,-3.130874634E-1,3.238392120E-1
